Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.285107, 31.5204557",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Al Hajer, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"17.1837833, 34.6103947",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"17.6922271, 33.9762492",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"In the desert, around Dongola, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"18.9576263, 29.9513902",Northern Africa
Incident,2016,November,Caribbean,South America,Dominican Republic,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Colchane, Región de Tarapacá, near Bolivia border, Chile","CDN, Cosecha Roja","-19.3626446, -68.982765",South America
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"At the border between Eritrea and Ethiopia, Near guna guna",Mixed Migration Monitoring Mechanism Initative (4mi),"14.543877, 39.3889576",Eastern Africa
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Around Mahmimet, Eritrea",Mixed Migration Monitoring Mechanism Initative (4mi),"17.5027901, 38.5262201",Eastern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"At the desert, after khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.3503337, 32.4374949",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Al Qadarif, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"14.0316722, 35.3417723",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.285107, 31.5204557",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Singa, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"12.5881652, 33.1522764",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"In the Sahara desert, around Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.96612, 33.17874",Northern Africa
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,,"Near Tadjoura, Djibouti",Mixed Migration Monitoring Mechanism Initative (4mi),"11.7911451, 42.8774955",Eastern Africa
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,,"Near Jijiga, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.3521044, 42.7773712",Eastern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,5,0,5,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"In the desert, around Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.6153873, 33.2658798",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.5015341, 32.5025561",Northern Africa
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,,"Arusha, Tanzania",Mixed Migration Monitoring Mechanism Initative (4mi),"-3.3981431, 36.6421932",Eastern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"In the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"25.550547, 15.5948265",Northern Africa
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"In the Sahara Desert, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"20.30205, 28.95899",Northern Africa
Incident,2016,November,Central America,Central America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Río Bravo, Puente Internacional Uno, Piedras Negras, Coahuila, Mexico",La Rancherita del Aire,"27.1334908, -103.434484",Central America
Incident,2016,November,Southern Asia,Europe,Afghanistan,1,0,1,0,0,1,0,Violence,Western Balkans,"Central Belgrade, Serbia","IOM Belgrade, AP","44.819432, 20.3944884",Southern Europe
Incident,2016,November,Eastern Africa,Europe,Eritrea,1,0,1,0,0,1,1,Vehicle accident / death linked to hazardous transport,,"Near Bolzano, Italy",Express UK,"46.4892313, 11.3121383",Southern Europe
Incident,2016,November,Unknown,Europe,Unknown,1,0,1,0,0,1,0,Drowning,Italy to France,"Roya River, Ventimiglia, Italy",Open Migration,"43.79767991, 7.6014065904",Southern Europe
Incident,2016,November,Unknown,Mediterranean,Unknown,7,0,7,0,0,0,0,Mixed or unknown,Central Mediterranean,Unspecified location between Libya and Italy,"IOM Italy, Reuters","34.2533716, 14.4988153",Uncategorized
Incident,2016,November,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"32.7703544, 12.376176",Northern Africa
Incident,2016,November,Southern Asia,Europe,Afghanistan,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,Abandoned industrial complex in northwestern Bulgaria,Sofia Globe,"43.159215, 23.3381488",Eastern Europe
Incident,2016,November,Southern Asia,Europe,Afghanistan,1,0,1,0,0,1,0,Violence,Western Balkans,"Woods near Adasevci transit reception center, in northwestern Serbia",IOM Belgrade,"45.040846, 19.2285877",Eastern Europe
Incident,2016,November,Mixed,Mediterranean,Unknown,4,24,28,0,0,0,0,Mixed or unknown,Central Mediterranean,Unspecifed location between Libya and Italy,MOAS via Twitter,"36.4811381, 12.4076589",Uncategorized
Incident,2016,November,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.896033, -111.670983",Northern America
Incident,2016,November,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.831217, -111.918133",Northern America
Cumulative Incident,2016,November,Latin America / Caribbean (P),North America,Unknown,5,0,5,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Webb County  jurisdiction, Texas",Washington Post,"27.7150873, -99.9079019",Northern America
Incident,2016,November,Central America,Central America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,,"Between Av. Actopan and Tecamachalco street, Tuxla Gutierrez, Chiapas, Mexico ",Minuto Chiapas,"16.7459857, -93.1996101",Central America
Incident,2016,November,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Almadraba, Off the coast of Ceuta, Spain",EFE,"35.8918024, -5.3339862",Uncategorized
Incident,2016,November,Unknown,Mediterranean,Unknown,8,0,8,1,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,Unspecifed location between Libya and Malta,Times of Malta,"34.0892379, 13.438092",Uncategorized
Incident,2016,November,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.287367, -111.691233",Northern America
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Violence,,"Kismayo, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"-0.3540976, 42.5278184",Eastern Africa
Incident,2016,November,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,,"Luuq, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"3.7933823, 42.531595",Eastern Africa
Incident,2016,November,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.91564, -111.7579",Northern America
Incident,2016,November,Central America,Central America,Honduras,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"Between Paso del Jobo and Tetela, Acatlán de Pérez Figueroa municipality, Oaxaca, Mexico",Aldofo Flores Noticias ,"18.5375878, -96.6075051",Central America
Incident,2016,November,Central America,Central America,Honduras,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,,"Calle Juan Álvarez 210, Tlaxcala Barrio de Tlaxcala, 78038 San Luis, S.L.P., Mexico ",Codigo San Luis,"22.1645779, -100.9703437",Central America
Incident,2016,November,Unknown,Southern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,,"Body discovered at the O. R. Tambo International Airport, Johannesburg, South Africa",Vanguard,"-26.1332102, 28.2313545",Southern Africa
Incident,2016,November,Southern Asia,South-eastern Asia,Myanmar,1,0,1,0,0,1,0,Violence,,"Naf River, on border between Bangladesh and Myanmar",OHCHR,"20.9649223, 92.2139799",South-eastern Asia
Incident,2016,November,Unknown,Northern Africa,Unknown,15,0,15,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",MHub,"17.93776, 32.43162",Northern Africa
Incident,2016,December,Eastern Africa,Europe,Eritrea,2,0,2,1,1,1,0,Vehicle accident / death linked to hazardous transport,,"Train station in Woergl, Austria",AP,"47.4892495, 12.0470017",Western Europe
Incident,2016,December,Eastern Africa (P),Northern Africa,Unknown,5,0,5,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"in the Sahra desert around Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.459686, 30.6654494",Northern Africa
Incident,2016,December,Eastern Africa (P),Western Asia,Unknown,4,0,4,0,1,3,0,Violence,Horn of Africa to Yemen crossing,"Off the coast of Al Hudaydah, Yemen",Mixed Migration Monitoring Mechanism Initative (4mi),"13.32476, 50.14171",Uncategorized
Incident,2016,December,Unknown,Mediterranean,Unknown,2,0,2,0,2,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,Unspecified location in the Central Mediterranean,Medicines Sans Frontieres,"34.1804604, 15.8645735",Uncategorized
Incident,2016,December,Mixed,Mediterranean,Unknown,14,6,20,120,0,11,3,Drowning,Central Mediterranean,Unspecified location in the Central Mediterranean,"IOM Italy, UNHCR","34.1804604, 15.8645735",Uncategorized
Incident,2016,December,Unknown,Mediterranean,Unknown,4,0,4,140,0,0,0,Drowning,Central Mediterranean,Unspecified location in the Central Mediterranean,UNHCR,"34.1804604, 15.8645735",Uncategorized
Incident,2016,December,Southern Asia,South-eastern Asia,Myanmar,26,4,30,6,11,0,5,Drowning,,"Naf River, on border between Bangladesh and Myanmar",Al Jazeera,"20.9649223, 92.2139799",South-eastern Asia
Incident,2016,December,Sub-Saharan Africa (P),Mediterranean,Unknown,11,0,11,0,0,0,0,Drowning,Central Mediterranean,"20km east of Tripoli, Libya","IOM Libya, TVC News","32.955844, 13.2279444",Uncategorized
Incident,2016,December,Western Asia,Western Asia,Syrian Arab Republic,3,0,3,0,0,0,0,Violence,Syria to Türkiye,"Outside of Harem, Idlib, Syria, near Turkish border",Syrian Observatory for Human Rights,"36.2253899, 36.502112",Western Asia
Incident,2016,December,Western Asia,Western Asia,Syrian Arab Republic,4,0,4,0,1,0,0,Violence,Syria to Türkiye,"Unspecified location in northern Syria, near Turkish border",Syrian Observatory for Human Rights,"36.7038534, 38.781604",Western Asia
Incident,2016,December,Unknown,Mediterranean,Unknown,5,0,5,0,0,0,0,Mixed or unknown,Central Mediterranean,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.8166249, 13.3425399",Uncategorized
Incident,2016,December,Sub-Saharan Africa,Mediterranean,"Cameroon,Côte d'Ivoire,Senegal",7,0,7,38,0,0,0,Drowning,Western Mediterranean,"Cala Bonita, Off the coast of Al-Hoceima, Morocco","UNHCR, EFE","35.2528608, -3.9578892",Uncategorized
Incident,2016,December,Eastern Africa (P),Western Asia,Unknown,,20,20,42,0,0,0,Drowning,Horn of Africa to Yemen crossing,"In Arabian Sea northwest of Socotra, Yemen","AFP, IOM Libya","12.6095928, 53.6010655",Uncategorized
Incident,2016,December,Unknown,Mediterranean,Unknown,2,0,2,0,2,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,Unspecified location in the Central Mediterranean,UNHCR,"34.1804604, 15.8645735",Uncategorized
Incident,2016,December,Central America,Central America,Honduras,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"Colonia Los Metales, Torreon, Coahuila, Mexico",Laguna Multimedios,"25.5463284, -103.4426442",Central America
Incident,2016,December,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03843, -113.02141",Northern America
Incident,2016,December,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.5011, -111.44025",Northern America
Incident,2016,December,Central America,Central America,Guatemala,1,0,1,3,0,0,1,Accidental death,,"Nogales municipality, Orizaba, Verucruz, Mexico",Noreste,"18.8564443, -97.1058781",Central America
Incident,2016,December,Unknown,Mediterranean,Unknown,10,0,10,0,0,0,0,Mixed or unknown,Central Mediterranean,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.8166249, 13.3425399",Uncategorized
Incident,2016,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Singa, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"12.5881652, 33.1522764",Northern Africa
Incident,2016,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Shendi, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"16.6797294, 33.4297655",Northern Africa
Incident,2016,December,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"In the desert around Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.6153873, 33.2658798",Northern Africa
Incident,2016,December,Eastern Africa (P),Northern Africa,Unknown,6,0,6,0,0,0,0,Mixed or unknown,Sahara Desert crossing,In the desert of siena around Sudan-Egypt border,Mixed Migration Monitoring Mechanism Initative (4mi),"21.9660637, 28.3949403",Northern Africa
Incident,2016,December,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,1,0,0,Mixed or unknown,Central Mediterranean,"Body washed up to Zarzis, Tunisia",IOM Tunisia,"33.5079174, 11.1174217",Uncategorized
Incident,2016,December,Sub-Saharan Africa (P),Mediterranean,Unknown,2,0,2,0,0,2,0,Mixed or unknown,Central Mediterranean,"Bodies washed up near El Ketef port, Bengardane, Tunisia",IOM Tunisia,"33.2086099, 11.2132544",Uncategorized
Incident,2016,December,Unknown,Mediterranean,Unknown,8,0,8,0,0,0,0,Mixed or unknown,Central Mediterranean,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.8166249, 13.3425399",Uncategorized
Incident,2016,December,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Drowning,,"Pacific Ocean, off Mazatlán, Chiapas, Mexico",El Sol de Puebla,"15.3540197, -93.4629774",Central America
Incident,2016,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Kassala, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.4558144, 36.3787571",Northern Africa
